R01229,C00242
R01230,C00655
R01231,C00064
R01231,C00655
R01232,C01261
R01233,C00394
R01234,C00942
R01238,C00146
R01242,C00053
R01244,C00147
R01245,C00212
R01246,C03564
R01248,C00148
R01248,C03912
R01249,C03564
R01251,C00148
R01251,C03912
R01252,C00148
R01253,C00148
R01255,C00148
R01256,C00149
R01257,C00036
R01257,C00149
R01260,C00151
R01262,C00051
R01262,C00051
R01262,C00151
R01262,C00151
R01267,C02512
R01268,C00153
R01269,C00153
R01270,C00455
R01271,C00153
R01271,C00455
R01273,C03150
R01274,C00154
R01278,C05272
R01279,C00154
R01280,C00154
R01280,C00249
R01281,C00065
R01281,C00154
R01283,C00155
R01283,C00283
R01285,C00542
R01285,C00542
R01286,C02291
R01287,C01077
R01288,C00155
R01288,C01118
R01290,C00065
R01290,C00155
R01291,C00155
R01291,C03539
R01292,C00155
R01292,C01817
R01293,C00156
R01293,C00633
R01294,C00156
R01294,C00633
R01295,C00180
R01296,C00156
R01296,C00230
R01297,C00156
R01298,C00156
R01298,C00230
R01299,C00156
R01300,C00156
R01301,C02949
R01302,C00156
R01302,C00251
R01303,C00156
R01305,C13635
R01306,C02519
R01308,C00811
R01310,C00157
R01312,C00157
R01312,C00157
R01315,C00157
R01316,C00157
R01317,C00219
R01318,C04230
R01319,C04233
R01320,C04308
R01321,C00307
R01321,C00641
R01325,C00158
R01325,C00417
R01326,C00159
R01329,C00124
R01329,C00159
R01329,C05400
R01329,C05400
R01332,C02492
R01333,C00160
R01333,C00266
R01334,C00988
R01335,C00022
R01335,C05406
R01339,C00025
R01339,C05167
R01342,C00014
R01344,C00022
R01344,C00133
R01346,C00152
R01346,C02362
R01347,C00162
R01348,C00162
R01350,C00422
R01350,C00422
R01351,C01885
R01351,C01885
R01353,C00163
R01353,C02876
R01354,C00163
R01354,C05983
R01355,C03652
R01355,C03652
R01357,C00164
R01358,C00332
R01359,C00164
R01359,C00332
R01360,C00356
R01360,C00356
R01361,C00164
R01361,C01089
R01364,C01061
R01364,C01061
R01366,C00164
R01366,C00207
R01367,C06144
R01370,C00166
R01370,C05607
R01371,C00166
R01371,C05607
R01372,C00166
R01373,C00166
R01373,C00254
R01374,C02265
R01377,C00166
R01378,C00166
R01378,C02763
R01381,C00167
R01381,C05385
R01383,C00167
R01383,C03033
R01384,C00167
R01385,C00167
R01385,C00617
R01386,C00167
R01386,C01623
R01387,C00167
R01387,C02330
R01388,C00168
R01388,C00258
R01390,C00975
R01392,C00168
R01392,C00258
R01393,C00168
R01394,C00168
R01395,C01563
R01397,C00049
R01397,C00169
R01398,C00077
R01398,C00169
R01398,C00327
R01398,C00327
R01400,C00169
R01401,C00170
R01401,C00170
R01402,C00170
R01402,C00170
R01406,C00173
R01406,C00173
R01406,C00229
R01406,C00638
R01408,C01326
R01409,C05712
R01410,C00177
R01411,C00178
R01411,C02376
R01413,C00178
R01413,C05281
R01414,C00178
R01414,C00906
R01415,C00178
R01415,C00906
R01416,C00179
R01419,C00261
R01420,C00261
R01421,C06206
R01422,C00180
R01423,C06433
R01424,C01586
R01426,C00423
R01427,C00180
R01429,C00181
R01429,C02266
R01431,C00181
R01431,C00379
R01432,C00181
R01432,C00310
R01433,C02352
R01434,C00141
R01438,C00183
R01440,C00067
R01440,C00067
R01440,C00231
R01440,C00231
R01444,C06219
R01446,C00424
R01447,C00022
R01447,C00186
R01449,C00186
R01449,C00827
R01450,C00186
R01450,C00256
R01451,C01164
R01454,C00187
R01456,C01164
R01457,C01802
R01459,C00187
R01461,C00187
R01461,C02530
R01462,C02530
R01463,C00187
R01465,C00188
R01466,C01102
R01468,C00189
R01470,C01233
R01470,C01233
R01471,C00190
R01471,C03737
R01473,C00190
R01473,C00935
R01474,C00190
R01474,C06016
R01476,C00191
R01476,C05385
R01478,C03033
R01481,C00191
R01481,C00800
R01482,C00191
R01482,C00905
R01483,C00191
R01483,C02670
R01492,C00853
R01494,C00195
R01495,C02960
R01496,C00319
R01497,C00195
R01498,C01190
R01500,C00195
R01503,C00195
R01505,C04171
R01507,C00196
R01508,C00587
R01511,C00197
R01512,C00197
R01512,C00236
R01513,C00197
R01513,C03232
R01514,C00197
R01514,C00258
R01516,C00197
R01516,C01159
R01518,C00197
R01518,C00631
R01519,C00198
R01520,C00198
R01520,C00221
R01521,C00198
R01521,C00221
R01522,C00221
R01523,C00199
R01524,C00199
R01524,C01068
R01525,C00199
R01525,C01068
R01526,C00199
R01526,C00309
R01528,C00006
R01528,C00345
R01529,C00199
R01529,C00231
R01538,C00257
R01540,C00817
R01541,C00204
R01541,C04442
R01542,C00204
R01542,C04349
R01544,C03752
R01547,C00206
R01547,C00360
R01548,C00475
R01549,C00299
R01550,C00207
R01550,C01845
R01555,C00208
R01555,C00208
R01557,C00208
R01557,C01083
R01558,C00209
R01559,C00209
R01559,C00313
R01560,C00212
R01561,C00147
R01561,C00212
R01562,C01367
R01563,C01043
R01565,C01026
R01566,C00300
R01566,C00300
R01567,C00214
R01569,C00364
R01570,C00214
R01570,C00214
R01578,C00217
R01579,C00819
R01579,C00819
R01580,C00018
R01580,C00647
R01582,C00166
R01582,C02265
R01583,C00217
R01586,C00218
R01588,C00543
R01590,C00219
R01593,C00219
R01594,C00219
R01595,C00219
R01596,C00219
R01600,C00221
R01600,C01172
R01602,C00221
R01602,C00267
R01604,C00222
R01604,C00383
R01607,C00383
R01608,C00222
R01608,C01013
R01611,C00222
R01611,C00804
R01613,C00223
R01614,C00223
R01615,C00223
R01616,C00811
R01618,C00224
R01620,C00047
R01621,C00231
R01623,C00229
R01623,C00229
R01624,C00024
R01624,C00229
R01625,C00010
R01625,C00010
R01625,C03688
R01625,C03688
R01626,C00083
R01626,C01209
R01627,C00230
R01627,C02637
R01628,C00587
R01629,C00230
R01630,C00230
R01631,C00230
R01632,C00230
R01633,C06318
R01635,C03233
R01636,C02236
R01637,C00230
R01639,C00231
R01639,C00310
R01641,C00117
R01641,C00117
R01641,C00118
R01641,C00118
R01641,C00231
R01641,C00231
R01641,C05382
R01641,C05382
R01644,C00232
R01644,C00989
R01645,C05601
R01645,C05601
R01647,C06201
R01648,C00232
R01648,C00334
R01649,C01215
R01650,C00177
R01652,C04236
R01655,C00234
R01655,C00445
R01658,C00129
R01658,C00235
R01660,C00103
R01662,C00236
R01662,C01159
R01663,C00239
R01664,C00239
R01665,C00239
R01666,C00881
R01667,C00705
R01668,C00458
R01669,C00101
R01669,C00143
R01669,C00239
R01676,C00242
R01677,C00387
R01678,C00243
R01678,C00243
R01681,C00519
R01682,C00506
R01685,C00014
R01685,C00245
R01685,C00245
R01686,C00245
R01687,C00245
R01688,C00246
R01688,C02527
R01690,C06435
R01704,C00249
R01704,C00517
R01706,C05764
R01706,C05764
R01707,C00250
R01707,C00971
R01708,C00250
R01708,C00314
R01709,C00250
R01710,C00250
R01710,C00534
R01711,C00250
R01711,C00314
R01712,C00250
R01712,C00534
R01713,C00250
R01713,C00534
R01714,C01269
R01715,C00251
R01715,C00254
R01716,C00251
R01717,C00251
R01717,C00885
R01718,C00252
R01720,C00253
R01721,C00253
R01723,C00253
R01724,C00253
R01724,C01185
R01725,C00253
R01728,C00254
R01728,C01179
R01730,C00254
R01730,C01179
R01731,C00254
R01732,C00255
R01732,C00255
R01734,C00255
R01735,C00256
R01735,C00937
R01736,C03451
R01737,C00257
R01739,C00257
R01741,C00257
R01745,C00258
R01745,C01146
R01747,C00258
R01747,C01146
R01749,C03459
R01750,C03459
R01752,C00258
R01752,C00577
R01754,C00259
R01754,C03906
R01757,C00259
R01757,C01114
R01758,C00259
R01758,C00532
R01759,C00259
R01759,C00532
R01761,C00259
R01761,C00508
R01762,C02474
R01763,C00556
R01764,C02137
R01768,C00262
R01769,C00262
R01770,C00294
R01771,C00263
R01773,C00263
R01773,C00441
R01775,C00263
R01775,C00441
R01776,C00263
R01776,C01077
R01777,C00263
R01777,C01118
R01781,C00266
R01781,C01380
R01782,C00022
R01782,C03826
R01785,C00111
R01785,C00266
R01785,C06441
R01785,C06441
R01786,C00267
R01786,C00668
R01787,C00267
R01787,C00794
R01788,C00267
R01788,C00668
